id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
13622,37.12,Jeans,Skinny Jeans,Tommy Hilfiger,74.3,Men,kc-10129897,10
13623,76.1,Sweaters,Enterprise-wide composite firmware,Tommy Hilfiger,284.0,Men,SB-72164580,3
13624,27.36,Jeans,High Rise Jeans,Levi's,86.49,Women,LM-50527539,3
13625,54.77,Plus,Ameliorated contextually-based productivity,Levi's,228.3,Women,hl-81611099,8
13626,11.68,Plus,Enhanced tertiary definition,Puma,40.0,Women,TZ-54975129,10
13627,11.72,Jeans,Skinny Jeans,Gap,24.08,Men,av-09297307,7
13628,19.48,Tops,Long Sleeve Shirt,Puma,43.29,Men,Rc-76786529,1
13629,9.66,Jeans,High Rise Jeans,MG,35.98,Men,RD-88045050,10
13630,88.0,Plus,Centralized bi-directional instruction set,Puma,181.4,Men,RB-68682325,8
13631,28.52,Jeans,Skinny Jeans,Tommy Hilfiger,100.91,Men,PC-88424596,6
13632,34.47,Accessories,Enzyme Regular Scarf,Calvin Klein,66.21,Women,Ct-87868944,4
13633,93.1,Accessories,Low Profile Dyed Cap,MG,228.36,Women,uL-21762284,5
13634,59.25,Tops,Polo Shirt,Calvin Klein,116.9,Women,tm-99861293,9
13635,44.21,Accessories,Washed Canvas Ivy Hat,Adidas,150.36,Men,fc-73840188,5
13636,47.23,Jeans,Skinny Jeans,Levi's,192.48,Men,MK-48241745,2
13637,14.22,Sweaters,Digitized encompassing success,Gap,44.8,Men,sn-89602874,6
13638,17.0,Sweaters,Organic radical matrices,Gap,56.94,Men,ue-58888111,9
13639,52.51,Accessories,4 Panel Large Bill Cap,MG,158.63,Men,AA-24443152,3
13640,92.61,Outerwear & Coats,Pre-emptive directional open system,Calvin Klein,294.85,Men,eM-33112843,2
13641,64.6,Plus,Cloned encompassing emulation,Puma,220.26,Men,RJ-12935577,8
13642,28.41,Accessories,Washed Canvas Ivy Hat,MG,85.77,Women,rm-07537489,9
13643,71.21,Jeans,Regular Fit Jeans,Levi's,221.92,Men,CK-09957722,6
13644,26.01,Plus,Polarized holistic task-force,Gap,80.65,Women,UG-97278559,5
13645,16.4,Jeans,Bootcut Jeans,Calvin Klein,50.21,Men,pF-14051172,1
13646,72.27,Outerwear & Coats,Configurable zero tolerance framework,MG,159.8,Women,DM-80177775,1
13647,81.59,Sweaters,Right-sized cohesive policy,Puma,211.14,Men,jZ-57103932,6
13648,46.71,Tops,Long Sleeve Shirt,Nike,138.49,Men,Ew-66454117,4
13649,97.91,Accessories,Low Profile Dyed Cap,Calvin Klein,382.98,Men,JD-08083276,9
13650,20.49,Jeans,Skinny Jeans,Gap,67.38,Men,HR-60433115,7
13651,61.06,Outerwear & Coats,Versatile responsive access,Levi's,249.26,Men,yD-03239217,3
13652,70.62,Accessories,Enzyme Regular Scarf,MG,135.46,Women,Fn-73577641,5
13653,12.94,Pants,Switchable executive help-desk,Calvin Klein,45.8,Men,Qu-96718115,3
13654,6.41,Plus,Automated bi-directional algorithm,H&M,18.03,Women,LB-70281458,3
13655,89.57,Outerwear & Coats,Front-line methodical interface,MG,358.88,Women,cx-25058475,6
13656,82.28,Plus,Integrated systematic toolset,Tommy Hilfiger,174.34,Men,ae-05342465,9
13657,20.29,Tops,Cotton T-Shirt,H&M,57.34,Women,WI-07939292,9
13658,11.19,Pants,Compatible analyzing forecast,Calvin Klein,34.14,Men,gL-17050454,5
13659,42.05,Jeans,Regular Fit Jeans,Nike,169.74,Men,dK-14253411,6
13660,73.62,Tops,V-Neck Top,Calvin Klein,147.35,Men,tJ-24557592,10
13661,22.77,Plus,Persistent secondary array,Tommy Hilfiger,59.44,Women,Au-03574438,1
13662,44.86,Accessories,Washed Canvas Ivy Hat,Adidas,116.06,Men,og-06874696,4
13663,93.67,Tops,V-Neck Top,Calvin Klein,296.42,Men,wu-09856057,3
13664,93.13,Outerwear & Coats,Profit-focused multi-tasking database,H&M,391.6,Women,PJ-55196458,3
13665,16.16,Sweaters,Team-oriented tangible moderator,MG,29.46,Men,dQ-66369512,9
13666,37.18,Outerwear & Coats,Switchable methodical core,Gap,107.46,Women,Im-91069775,10
13667,24.66,Outerwear & Coats,Public-key human-resource throughput,Adidas,100.95,Women,AK-88158507,8
13668,89.86,Tops,V-Neck Top,Nike,243.57,Women,Yw-88455094,7
13669,72.05,Tops,V-Neck Top,H&M,216.14,Women,qp-68636169,2
13670,81.9,Accessories,Washed Canvas Ivy Hat,Gap,306.29,Women,ZM-03714967,1
13671,6.88,Jeans,High Rise Jeans,H&M,29.13,Men,IO-92799145,2
13672,19.61,Jeans,Bootcut Jeans,MG,49.79,Men,zZ-47928726,3
13673,42.08,Pants,Optimized homogeneous matrices,H&M,101.7,Men,Aq-52218246,6
13674,75.47,Plus,Function-based methodical hub,MG,180.35,Men,eo-07631185,8
13675,87.46,Sweaters,Horizontal web-enabled focus group,Calvin Klein,300.53,Men,UB-27781408,7
13676,73.2,Plus,Switchable background moratorium,H&M,282.55,Men,Dt-80183307,2
13677,70.26,Accessories,Low Profile Dyed Cap,Tommy Hilfiger,240.4,Men,gu-96815654,1
13678,8.37,Jeans,Bootcut Jeans,Puma,20.58,Men,LJ-96864272,10
13679,27.43,Outerwear & Coats,Secured actuating forecast,Adidas,97.8,Women,zV-37682742,7
13680,88.58,Tops,Cotton T-Shirt,Tommy Hilfiger,178.45,Men,vt-60136791,1
13681,93.2,Accessories,4 Panel Large Bill Cap,MG,310.87,Men,Zz-27210971,3
13682,32.81,Accessories,Washed Canvas Ivy Hat,Adidas,87.51,Men,st-36559222,5
13683,99.43,Tops,Cotton T-Shirt,Nike,352.59,Women,rL-78049760,5
13684,97.29,Sweaters,Enterprise-wide human-resource model,H&M,330.77,Men,vb-15973639,1
13685,15.12,Tops,Cotton T-Shirt,Tommy Hilfiger,37.3,Women,hH-31677937,6
13686,5.85,Plus,Multi-tiered dedicated paradigm,Nike,18.65,Women,GS-59930058,9
13687,59.23,Outerwear & Coats,Synergistic 3rdgeneration focus group,Tommy Hilfiger,140.05,Men,pT-48123614,8
13688,39.84,Outerwear & Coats,Decentralized optimizing conglomeration,Calvin Klein,105.19,Women,uD-75299137,8
13689,38.81,Pants,Profit-focused local circuit,Calvin Klein,92.44,Women,Iz-06960297,4
13690,75.2,Jeans,Bootcut Jeans,Gap,228.32,Men,uf-83455902,3
13691,5.92,Jeans,Bootcut Jeans,Adidas,16.81,Women,zg-85589488,8
13692,86.9,Pants,Progressive reciprocal open system,Calvin Klein,214.94,Women,VL-21888529,10
13693,23.95,Outerwear & Coats,Right-sized mission-critical policy,Tommy Hilfiger,95.24,Women,SG-15251476,1
13694,90.13,Sweaters,Multi-lateral optimal parallelism,Nike,169.48,Men,mw-43810782,10
13695,25.93,Plus,Reduced zero-defect data-warehouse,Nike,107.95,Women,yZ-07183697,7
13696,72.02,Accessories,Low Profile Dyed Cap,Gap,233.23,Women,sr-37679245,7
13697,77.71,Tops,V-Neck Top,MG,335.63,Women,bn-40545987,10
13698,62.53,Accessories,Low Profile Dyed Cap,Puma,237.3,Women,jF-84717731,4
13699,51.94,Tops,V-Neck Top,Adidas,203.39,Women,vD-85770720,7
13700,33.28,Tops,V-Neck Top,Tommy Hilfiger,125.29,Men,ot-00293972,8
13701,56.65,Sweaters,Reactive well-modulated parallelism,H&M,253.75,Men,yu-40755006,1
13702,97.67,Outerwear & Coats,Streamlined heuristic frame,Gap,371.31,Men,JP-57945420,1
13703,35.08,Tops,Long Sleeve Shirt,H&M,157.37,Women,ku-05042501,5
13704,30.47,Jeans,Regular Fit Jeans,Tommy Hilfiger,86.39,Women,Vo-95982481,1
13705,99.2,Tops,Long Sleeve Shirt,Calvin Klein,391.53,Women,Ut-98879321,2
13706,71.32,Tops,Polo Shirt,MG,306.87,Men,FO-49778275,9
13707,43.31,Tops,Polo Shirt,Levi's,127.02,Men,ND-25353249,2
13708,7.97,Accessories,Enzyme Regular Scarf,Tommy Hilfiger,15.4,Women,Yn-56756574,2
13709,40.53,Accessories,Washed Canvas Ivy Hat,Gap,121.23,Women,Yi-31129466,1
13710,56.53,Accessories,Low Profile Dyed Cap,Tommy Hilfiger,202.23,Women,Cg-11215086,4
13711,60.36,Accessories,Enzyme Regular Scarf,Puma,174.47,Women,wN-55712629,6
13712,91.21,Jeans,High Rise Jeans,Calvin Klein,287.18,Men,qe-37684949,8
13713,7.89,Sweaters,Fully-configurable executive matrices,Calvin Klein,31.16,Men,bt-42336122,6
13714,83.44,Jeans,Skinny Jeans,MG,159.81,Women,Yo-94266880,1
13715,41.57,Jeans,Regular Fit Jeans,Adidas,94.61,Women,Ng-86696902,9
13716,76.48,Plus,Seamless solution-oriented secured line,Levi's,211.93,Women,gj-65510043,10
13717,69.58,Tops,Polo Shirt,Puma,300.65,Men,si-35748245,1
13718,80.65,Sweaters,Virtual mission-critical toolset,Levi's,334.24,Women,FU-46354831,10
13719,95.04,Outerwear & Coats,Programmable radical definition,Gap,369.35,Men,pt-36269644,1
13720,73.3,Accessories,4 Panel Large Bill Cap,Nike,146.17,Women,YK-30088589,9
13721,12.34,Outerwear & Coats,Cross-group stable software,H&M,25.6,Women,uc-73537160,4
13722,99.32,Sweaters,Decentralized upward-trending emulation,MG,355.14,Men,xi-79288878,4
13723,13.01,Jeans,High Rise Jeans,Levi's,28.34,Men,Vc-95369414,2
13724,87.85,Accessories,Washed Canvas Ivy Hat,H&M,177.75,Men,RQ-55168535,2
13725,60.5,Sweaters,Persistent dedicated Local Area Network,Tommy Hilfiger,238.39,Women,yq-78738096,7
13726,75.64,Plus,Universal secondary hub,Calvin Klein,232.35,Men,lb-96399795,4
13727,41.4,Jeans,Regular Fit Jeans,Puma,91.12,Women,Qx-62837504,3
13728,24.87,Outerwear & Coats,Customizable reciprocal knowledgebase,Levi's,54.0,Men,Xl-20170616,9
13729,89.46,Outerwear & Coats,Function-based solution-oriented leverage,Adidas,290.86,Men,Vh-30138146,2
13730,11.07,Tops,Polo Shirt,MG,23.25,Men,Ro-60187190,9
13731,63.03,Accessories,Low Profile Dyed Cap,Gap,235.31,Women,jQ-74246501,8
13732,17.16,Accessories,Washed Canvas Ivy Hat,Calvin Klein,51.31,Women,aX-31490577,2
13733,94.13,Sweaters,Sharable background firmware,Tommy Hilfiger,348.4,Women,Pg-11453857,7
13734,16.11,Pants,Fundamental exuding algorithm,Calvin Klein,39.45,Men,LQ-81646261,10
13735,98.55,Pants,Synergized object-oriented knowledge user,Adidas,195.53,Men,fW-97984561,1
13736,84.45,Jeans,Skinny Jeans,Levi's,275.64,Men,MN-54489965,6
13737,65.36,Outerwear & Coats,Multi-tiered 6thgeneration matrix,Gap,232.14,Women,Mt-14156916,10
13738,84.31,Accessories,4 Panel Large Bill Cap,Levi's,277.21,Men,Yi-51697478,9
13739,26.12,Jeans,Bootcut Jeans,Levi's,116.36,Women,GA-79545942,7
13740,66.87,Accessories,Washed Canvas Ivy Hat,Calvin Klein,155.13,Men,lH-76178491,6
13741,46.21,Pants,Phased human-resource service-desk,H&M,202.62,Women,uS-31598396,9
13742,11.21,Accessories,Enzyme Regular Scarf,MG,33.45,Women,cr-87421478,3
13743,70.63,Sweaters,De-engineered bi-directional knowledge user,Adidas,216.15,Women,Wk-19474149,1
13744,36.06,Accessories,Washed Canvas Ivy Hat,Calvin Klein,81.52,Women,bd-14276338,9
13745,4.19,Tops,V-Neck Top,Calvin Klein,13.32,Women,WT-09721488,6
13746,44.66,Plus,Enhanced intangible matrices,Tommy Hilfiger,126.12,Men,Mo-51242755,5
13747,25.87,Plus,Enhanced homogeneous complexity,Tommy Hilfiger,116.26,Men,SZ-68194885,4
13748,32.4,Tops,Cotton T-Shirt,Gap,118.23,Women,fa-66213326,9
13749,71.53,Outerwear & Coats,Synergized exuding data-warehouse,H&M,151.63,Women,ik-21104712,5
13750,98.5,Jeans,Skinny Jeans,Nike,302.07,Men,Bi-49393049,10
13751,83.82,Outerwear & Coats,Enhanced web-enabled hardware,Gap,350.5,Women,mz-44497151,4
13752,36.41,Pants,Profit-focused secondary support,MG,111.39,Women,qH-69102002,8
13753,52.6,Accessories,4 Panel Large Bill Cap,Gap,154.9,Women,gR-43455624,9
13754,54.0,Pants,Horizontal incremental time-frame,H&M,225.39,Women,CD-26942826,10
13755,16.93,Jeans,Regular Fit Jeans,Adidas,67.59,Men,gm-72972480,10
13756,57.03,Jeans,Bootcut Jeans,MG,240.56,Men,kQ-69310598,2
13757,27.56,Pants,Polarized scalable info-mediaries,Puma,117.96,Women,kV-03774432,1
13758,94.23,Plus,Focused tertiary frame,MG,399.74,Men,Ad-95646033,6
13759,34.31,Accessories,Washed Canvas Ivy Hat,Tommy Hilfiger,141.36,Women,sW-57456745,4
13760,7.73,Sweaters,Pre-emptive fresh-thinking instruction set,MG,33.94,Women,jV-74034350,3
13761,55.9,Outerwear & Coats,Devolved systemic support,Nike,207.59,Men,kr-78651087,8
13762,8.58,Outerwear & Coats,Public-key transitional parallelism,Gap,36.41,Women,Pk-40498209,9
13763,54.98,Pants,Synchronized composite capability,Tommy Hilfiger,155.81,Men,aY-81440144,8
13764,89.85,Pants,Versatile radical open system,Calvin Klein,307.49,Men,CV-33558126,4
13765,30.72,Plus,User-centric zero-defect adapter,Calvin Klein,60.77,Women,uQ-89007761,9
13766,60.99,Tops,Polo Shirt,Gap,196.97,Men,ec-42308353,5
13767,89.05,Sweaters,Pre-emptive full-range leverage,MG,334.6,Women,iS-20909786,9
13768,52.17,Plus,Phased didactic protocol,Gap,119.36,Men,HX-00127015,5
13769,38.55,Plus,Upgradable hybrid knowledge user,Tommy Hilfiger,130.92,Women,Yp-45592553,9
13770,28.2,Plus,Distributed asymmetric artificial intelligence,Nike,87.75,Men,Ut-37800597,6
13771,85.35,Jeans,Regular Fit Jeans,Levi's,222.31,Men,KG-03152103,2
13772,85.73,Jeans,Bootcut Jeans,Gap,212.57,Women,vK-87908213,3
13773,78.12,Outerwear & Coats,Diverse bifurcated forecast,Puma,188.38,Women,ru-26817532,8
13774,71.01,Outerwear & Coats,Fundamental heuristic hub,Levi's,305.93,Women,uH-75176788,4
13775,41.32,Pants,Digitized next generation portal,Levi's,128.9,Women,Vb-15655286,4
13776,66.26,Accessories,4 Panel Large Bill Cap,H&M,199.48,Women,TD-02443536,8
13777,77.26,Jeans,Regular Fit Jeans,Calvin Klein,230.54,Men,to-69148617,9
13778,68.24,Accessories,Low Profile Dyed Cap,Gap,204.65,Men,Io-52185212,8
13779,22.42,Jeans,Bootcut Jeans,Levi's,67.79,Women,Bz-90199902,1
13780,8.93,Plus,Realigned asynchronous synergy,Gap,33.55,Women,AO-63031960,4
13781,29.63,Sweaters,Multi-channeled cohesive knowledge user,Nike,59.61,Women,ng-47637896,10
13782,62.1,Pants,Innovative motivating superstructure,MG,231.56,Women,Kr-55323139,4
13783,78.02,Jeans,Regular Fit Jeans,H&M,319.48,Men,LD-05191858,8
13784,46.73,Jeans,Regular Fit Jeans,Adidas,101.6,Men,zo-90464778,6
13785,78.59,Pants,Persistent exuding matrix,Tommy Hilfiger,344.15,Women,nC-13303800,6
13786,33.91,Plus,Synergistic 3rdgeneration approach,Puma,66.29,Women,Xl-60793757,9
13787,78.61,Accessories,Enzyme Regular Scarf,Puma,249.49,Women,mU-01107573,9
13788,25.8,Pants,Up-sized mobile access,Levi's,74.94,Men,eH-22732278,4
13789,72.33,Accessories,Washed Canvas Ivy Hat,Puma,197.41,Women,WQ-58740694,10
13790,48.85,Pants,Expanded content-based emulation,MG,127.03,Women,Uv-75112851,9
13791,36.04,Outerwear & Coats,Down-sized 6thgeneration pricing structure,Adidas,86.7,Men,wA-71984800,5
13792,12.15,Sweaters,Total intangible migration,MG,49.83,Women,QG-53130874,6
13793,79.35,Accessories,4 Panel Large Bill Cap,Gap,284.62,Men,Nf-67758134,8
13794,64.73,Sweaters,Customizable solution-oriented migration,Adidas,128.17,Women,St-27638432,7
13795,66.07,Jeans,Skinny Jeans,Nike,253.68,Men,oO-64017586,3
13796,88.15,Jeans,Regular Fit Jeans,Levi's,313.42,Women,gw-36844849,9
13797,48.28,Tops,Cotton T-Shirt,Puma,160.17,Women,HH-15456903,10
13798,30.82,Pants,Quality-focused stable pricing structure,H&M,74.96,Women,Hz-75266312,7
13799,8.0,Jeans,Regular Fit Jeans,MG,35.11,Men,iB-80531952,7
13800,4.93,Tops,Long Sleeve Shirt,Nike,10.47,Men,mF-11010748,2
13801,44.02,Tops,Polo Shirt,MG,159.92,Men,JY-11871940,4
13802,68.57,Outerwear & Coats,Distributed encompassing data-warehouse,Nike,169.82,Women,zD-10263866,8
13803,61.98,Sweaters,Fully-configurable encompassing info-mediaries,Levi's,193.81,Women,iF-43751613,9
13804,98.61,Outerwear & Coats,Secured optimal attitude,H&M,298.35,Men,Ya-87809574,5
13805,71.59,Tops,Cotton T-Shirt,Calvin Klein,230.0,Women,IZ-50172786,4
13806,10.75,Tops,Long Sleeve Shirt,Adidas,37.14,Women,Lg-79169128,7
13807,65.5,Plus,Optional next generation focus group,H&M,152.02,Women,VV-10023138,1
13808,47.29,Pants,Function-based client-driven hierarchy,Tommy Hilfiger,119.78,Women,DL-29804328,10
13809,8.88,Plus,Business-focused dedicated leverage,Gap,37.42,Women,hk-09001322,3
13810,41.53,Pants,Devolved actuating knowledgebase,Levi's,144.89,Men,Km-91892552,8
13811,66.17,Outerwear & Coats,Decentralized client-server interface,Levi's,296.22,Women,Gd-58274170,8
13812,36.29,Accessories,Enzyme Regular Scarf,Adidas,99.77,Men,Mv-44674562,9
13813,97.34,Tops,Long Sleeve Shirt,Puma,375.9,Men,lM-47149471,4
13814,68.56,Plus,Virtual cohesive infrastructure,H&M,146.12,Women,iU-25439043,4
13815,22.72,Pants,Triple-buffered homogeneous strategy,Calvin Klein,74.68,Women,Ca-80071223,9
13816,42.38,Jeans,Skinny Jeans,MG,142.26,Women,TL-43931305,4
13817,41.25,Plus,Total directional hub,MG,76.63,Women,hB-43338185,6
13818,17.84,Outerwear & Coats,Integrated leadingedge flexibility,MG,74.09,Women,Fs-04399019,6
13819,98.15,Plus,Upgradable system-worthy parallelism,Gap,348.99,Women,IQ-24602265,1
13820,32.95,Jeans,High Rise Jeans,H&M,105.32,Men,kM-40237221,4
13821,8.25,Sweaters,Front-line regional architecture,Adidas,19.88,Men,ww-50622063,1
13822,82.6,Outerwear & Coats,Grass-roots asymmetric emulation,Puma,270.84,Men,pd-73047157,3
13823,47.68,Jeans,Regular Fit Jeans,MG,133.81,Men,ks-45335511,2
13824,96.43,Pants,Open-source uniform ability,Gap,392.9,Women,KH-07083114,7
13825,70.81,Sweaters,Visionary fresh-thinking hardware,Gap,282.86,Men,dN-43756087,8
13826,45.97,Accessories,Enzyme Regular Scarf,Puma,106.37,Women,iE-50586401,3
13827,64.74,Sweaters,Future-proofed heuristic benchmark,Levi's,230.27,Men,qU-53248232,6
13828,95.47,Sweaters,Future-proofed responsive ability,Calvin Klein,363.96,Women,yA-35894498,1
13829,91.1,Jeans,Regular Fit Jeans,Gap,404.7,Men,Vn-70044172,4
13830,86.65,Tops,V-Neck Top,Nike,295.61,Women,Wg-12957809,1
13831,59.16,Jeans,Bootcut Jeans,Nike,163.52,Men,Rq-00372784,1
13832,12.54,Pants,Organic neutral portal,H&M,49.97,Men,ha-45111241,3
13833,1.61,Sweaters,Grass-roots bottom-line parallelism,MG,6.58,Women,OM-76527269,7
13834,30.22,Jeans,Bootcut Jeans,Levi's,112.55,Men,nl-32735944,9
13835,61.49,Jeans,Regular Fit Jeans,Gap,143.5,Women,LY-13072902,9
13836,23.7,Accessories,4 Panel Large Bill Cap,Calvin Klein,69.39,Women,fD-75037810,9
13837,93.09,Pants,Cloned actuating function,Nike,344.09,Men,pp-77873184,1
13838,28.78,Accessories,Low Profile Dyed Cap,Adidas,106.18,Men,nG-34837666,9
13839,88.19,Jeans,High Rise Jeans,Levi's,378.32,Men,aV-13835822,4
13840,50.0,Sweaters,Right-sized optimal methodology,Nike,157.73,Women,nf-05048546,8
13841,17.52,Accessories,Washed Canvas Ivy Hat,Gap,69.38,Women,op-07919744,6
13842,84.6,Jeans,Bootcut Jeans,Puma,240.19,Men,Yt-92199552,7
13843,89.13,Outerwear & Coats,Synergized client-server database,MG,269.77,Women,lJ-24295667,7
13844,79.16,Sweaters,Cross-group full-range challenge,H&M,273.27,Women,xq-30977256,9
13845,10.52,Pants,Proactive upward-trending moderator,Tommy Hilfiger,23.68,Women,Pa-48912580,8
13846,6.63,Outerwear & Coats,Total grid-enabled collaboration,Calvin Klein,27.78,Men,sN-77358226,9
13847,95.4,Sweaters,Customer-focused 5thgeneration Graphical User Interface,Nike,325.13,Men,tG-85521133,3
13848,10.33,Jeans,Bootcut Jeans,Tommy Hilfiger,32.97,Men,fE-88994685,10
13849,54.56,Plus,Implemented 5thgeneration forecast,Nike,240.34,Men,nn-63317016,5
13850,96.14,Plus,Business-focused eco-centric time-frame,H&M,261.63,Women,aW-37594022,1
13851,56.98,Sweaters,Centralized composite open system,Calvin Klein,252.95,Men,VM-99667983,8
13852,41.32,Outerwear & Coats,Progressive bandwidth-monitored concept,MG,122.63,Men,Bc-12707612,5
13853,96.0,Accessories,Low Profile Dyed Cap,Calvin Klein,214.18,Women,NT-25030278,6
13854,57.83,Pants,Synergized bifurcated installation,Nike,185.76,Men,sM-27886986,5
13855,55.18,Pants,Multi-tiered explicit Graphic Interface,Puma,196.09,Women,pM-31946200,6
13856,33.22,Plus,Synergistic upward-trending complexity,Gap,64.75,Men,yE-78778997,2
13857,13.03,Jeans,Skinny Jeans,Tommy Hilfiger,56.33,Men,Iu-72131929,1
13858,79.32,Accessories,Washed Canvas Ivy Hat,H&M,181.14,Women,sq-60861011,6
13859,30.86,Tops,Polo Shirt,Calvin Klein,134.78,Men,LX-69481497,2
13860,84.96,Jeans,Skinny Jeans,Gap,195.65,Men,ME-70247867,1
13861,81.67,Outerwear & Coats,Versatile reciprocal challenge,MG,196.72,Men,fL-48911654,4
13862,93.96,Plus,Progressive contextually-based complexity,Adidas,229.65,Men,uQ-05758288,4
13863,51.83,Tops,V-Neck Top,Tommy Hilfiger,142.69,Men,qn-22838986,2
13864,25.87,Outerwear & Coats,Synergized neutral open architecture,Adidas,75.14,Men,sc-64791416,1
13865,97.17,Jeans,Regular Fit Jeans,Nike,368.95,Men,JG-01536520,8
13866,62.08,Plus,Fully-configurable attitude-oriented utilization,Adidas,262.35,Women,cX-32577470,2
13867,9.83,Outerwear & Coats,Secured 6thgeneration Internet solution,H&M,41.2,Men,ek-49705002,9
13868,66.95,Plus,Down-sized secondary attitude,Levi's,213.84,Women,Bo-18561589,4
13869,91.38,Tops,Cotton T-Shirt,Levi's,339.77,Women,ef-46737254,1
13870,34.53,Pants,Upgradable leadingedge alliance,Levi's,136.88,Women,Tl-43013179,10
13871,39.07,Tops,Long Sleeve Shirt,Gap,85.54,Men,Ij-48088189,6
13872,41.55,Outerwear & Coats,Robust national firmware,Nike,179.35,Men,bu-07672407,7
13873,8.03,Sweaters,Triple-buffered secondary application,Gap,35.34,Men,gU-32286605,1
13874,63.27,Outerwear & Coats,De-engineered local project,MG,197.82,Women,ER-76850779,5
13875,26.68,Accessories,4 Panel Large Bill Cap,H&M,77.84,Women,GP-85709374,3
13876,76.43,Accessories,Low Profile Dyed Cap,H&M,178.36,Women,we-43808510,10
13877,93.16,Pants,Stand-alone content-based algorithm,Tommy Hilfiger,418.29,Women,LD-04621644,4
13878,74.26,Plus,Virtual even-keeled complexity,Levi's,233.04,Men,wQ-69531039,1
13879,70.19,Pants,Function-based attitude-oriented solution,MG,196.01,Women,zb-89541342,10
13880,63.86,Pants,Customizable cohesive alliance,Tommy Hilfiger,263.61,Women,cC-44222489,4
13881,26.82,Plus,Synergistic full-range analyzer,Levi's,103.62,Men,fV-89481473,9
13882,85.16,Jeans,Regular Fit Jeans,Tommy Hilfiger,312.66,Women,DQ-73575713,1
13883,12.83,Tops,Cotton T-Shirt,H&M,29.26,Men,wd-35996650,5
13884,58.17,Outerwear & Coats,Multi-lateral directional implementation,Adidas,261.68,Women,gU-86299474,4
13885,30.32,Pants,Versatile interactive data-warehouse,Levi's,131.18,Men,wF-45702439,6
13886,98.17,Pants,Enhanced transitional knowledge user,Puma,377.28,Men,zy-79989754,5
13887,2.93,Jeans,Skinny Jeans,Puma,8.38,Men,Ab-02203672,7
13888,3.17,Jeans,Skinny Jeans,Nike,11.22,Men,yt-02531035,4
13889,2.54,Sweaters,Innovative full-range protocol,H&M,9.68,Men,zG-84868905,8
13890,83.51,Tops,V-Neck Top,H&M,348.13,Men,xp-76516806,2
13891,1.83,Accessories,Low Profile Dyed Cap,Adidas,4.05,Men,BD-86154454,6
13892,70.26,Pants,Customizable 24/7 benchmark,Calvin Klein,255.17,Women,sf-53559257,5
13893,83.51,Plus,Customer-focused non-volatile architecture,Puma,185.38,Women,iH-03889376,4
13894,34.3,Tops,Long Sleeve Shirt,Adidas,122.36,Women,uA-68176676,3
13895,45.47,Sweaters,Phased real-time collaboration,MG,124.36,Men,Jn-85739365,6
13896,50.37,Accessories,Low Profile Dyed Cap,Nike,226.11,Women,eE-13711851,4
13897,28.66,Outerwear & Coats,Reverse-engineered regional structure,Adidas,117.4,Women,jW-08388437,3
13898,22.35,Plus,De-engineered didactic software,MG,50.25,Women,jo-14655821,9
13899,19.64,Tops,Cotton T-Shirt,Adidas,88.34,Men,lP-51636190,9
13900,58.39,Accessories,Low Profile Dyed Cap,Nike,261.59,Men,Kl-96030639,8
13901,4.17,Tops,Polo Shirt,H&M,17.71,Men,dL-88409480,6
13902,29.36,Sweaters,Diverse attitude-oriented circuit,Adidas,90.96,Women,GE-31073105,6
13903,15.24,Outerwear & Coats,Phased global methodology,Levi's,28.79,Women,Ul-66371035,1
13904,50.38,Tops,Cotton T-Shirt,Tommy Hilfiger,148.43,Women,hE-62765804,9
13905,86.6,Jeans,Regular Fit Jeans,H&M,343.69,Men,fG-67134684,5
13906,34.12,Outerwear & Coats,User-centric methodical neural-net,Tommy Hilfiger,66.2,Women,oA-16850410,5
13907,57.66,Jeans,Regular Fit Jeans,Levi's,125.75,Men,pA-37918810,7
13908,72.81,Sweaters,Balanced tangible infrastructure,Calvin Klein,221.12,Women,kv-46927103,5
13909,59.13,Outerwear & Coats,Face-to-face contextually-based pricing structure,Calvin Klein,222.27,Women,DE-48350279,7
13910,21.07,Pants,Team-oriented systematic toolset,H&M,78.55,Men,ab-35583621,5
13911,25.51,Sweaters,Multi-layered discrete array,MG,58.69,Men,hC-55158610,2
13912,18.41,Jeans,High Rise Jeans,Adidas,49.44,Women,IP-91744050,10
13913,39.17,Tops,V-Neck Top,H&M,149.45,Women,Es-40802677,10
13914,89.48,Sweaters,Proactive composite methodology,MG,175.06,Men,Fu-92106996,2
13915,69.59,Sweaters,Robust composite budgetary management,Puma,176.36,Women,Re-17184164,5
13916,29.07,Pants,Reactive explicit function,Nike,66.52,Men,wY-65585161,3
13917,11.67,Tops,Long Sleeve Shirt,Puma,25.69,Men,Pv-51743833,3
13918,13.5,Accessories,4 Panel Large Bill Cap,Tommy Hilfiger,38.94,Women,qb-82797648,6
13919,22.46,Plus,Object-based tertiary middleware,Calvin Klein,45.26,Men,eK-89870849,7
13920,52.75,Tops,Long Sleeve Shirt,H&M,113.26,Women,tt-98230519,2
13921,80.26,Outerwear & Coats,Cross-platform empowering leverage,Nike,209.41,Men,ou-27110541,2
13922,91.77,Jeans,Regular Fit Jeans,Levi's,407.63,Men,pz-12690441,6
13923,90.96,Outerwear & Coats,Organic bandwidth-monitored budgetary management,Nike,260.89,Men,AR-58793116,4
13924,92.79,Outerwear & Coats,Pre-emptive radical framework,Puma,194.93,Women,Ot-17567391,9
